department,first_name,last_name,rmp_score,num_reviews,profile_url
Statistics,Sarah,Marquis,2.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNjIxMDUw
Statistics,Jarad,Niemi,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNTg4NDk1
Statistics,Li,Sun,1.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNzMyODk0
Statistics,Ingmar,Sturm,2.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0zMDMwNjY5
Statistics,Todd,Gross,4.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xODgzMjU5
Statistics,Panayiotis,Skordi,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNTM4Mzg0
Statistics,Romuald,Elie,3.5,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMTA2Njg0
Statistics,Aritra,Ghosal,1.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNTA4ODUw
Statistics,Juan,Mejia,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yODE5NDUx
Statistics,Gyrgy,Terdik,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yMTE1NTI5
Statistics,Riccardo,Gatto,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xNDU0NTIz
Statistics,P,Skordi,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xNTUyMDc3
Statistics,Mengye,Gu,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNTI3MTI4
Statistics,Sudhir,Paul,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xMzM0NjUy
Statistics,Janet,Duncan,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNzgwODQz
Statistics,Youhong,Lee,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yODEzODg5
Statistics,Hal,Pederson,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yODI1OTc1
Statistics,Gavin,Wu,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xMDA1NzA3
Psychology,Zoe,Liberman,3.3,96,https://ucsbplat.com/instructor/VGVhY2hlci0yMjAyNjAy
Psychology,Jonathan,Schooler,3.5,64,https://ucsbplat.com/instructor/VGVhY2hlci0xMTM4NTUw
Psychology,Nicole,Albada,4.8,55,https://ucsbplat.com/instructor/VGVhY2hlci0yNDQzNTky
Psychology,Samantha,Scudder,4.7,53,https://ucsbplat.com/instructor/VGVhY2hlci0yNjY5ODEy
Psychology,Kyle,Ratner,4.4,28,https://ucsbplat.com/instructor/VGVhY2hlci0yMDIzNDEy
Psychology,Melinda,Baham,3.8,27,https://ucsbplat.com/instructor/VGVhY2hlci0yOTE0NTE4
Psychology,Hongbo,Yu,3.6,26,https://ucsbplat.com/instructor/VGVhY2hlci0yNjY4MjU2
Psychology,Ron,Keiflin,4.2,21,https://ucsbplat.com/instructor/VGVhY2hlci0yNDYxNTUx
Psychology,Emily,Jacobs,4.3,18,https://ucsbplat.com/instructor/VGVhY2hlci0yMjM4NDUx
Psychology,Annie,Wertz,5.0,11,https://ucsbplat.com/instructor/VGVhY2hlci0zMDQ0NjYz
Psychology,Erika,Felix,3.3,6,https://ucsbplat.com/instructor/VGVhY2hlci0yMjYwNzE0
Psychology,Ikuko,Smith,3.8,5,https://ucsbplat.com/instructor/VGVhY2hlci0yNTAwNjI3
Psychology,Regina,Lapate,4.4,5,https://ucsbplat.com/instructor/VGVhY2hlci0yNjgwNzU2
Psychology,Melissa,Consoli,3.2,5,https://ucsbplat.com/instructor/VGVhY2hlci0yMzUyNTYy
Psychology,Matthew,Quirk,3.0,4,https://ucsbplat.com/instructor/VGVhY2hlci0yNDY4NTMy
Psychology,Jon,Goodwin,5.0,4,https://ucsbplat.com/instructor/VGVhY2hlci0yNzA0Mjk2
Psychology,Alexandra,Chambers,4.2,3,https://ucsbplat.com/instructor/VGVhY2hlci0xNzQ4NTI5
Psychology,Youngki,Hong,4.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0yNDAzMTc1
Psychology,Miya,Barnett,5.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0yNTcyMTc2
Psychology,Elliott,Ihm,4.5,69,https://ucsbplat.com/instructor/VGVhY2hlci0yMzY0NzE4
Psychology,Thomas,Sprague,4.6,65,https://ucsbplat.com/instructor/VGVhY2hlci0yNDgxMDU4
Psychology,Katerina,Ford,1.9,46,https://ucsbplat.com/instructor/VGVhY2hlci0yODMwNjMx
Psychology,Christian,Herrera,1.9,42,https://ucsbplat.com/instructor/VGVhY2hlci0yMTczOTgx
Psychology,Randy,Corpuz,4.6,39,https://ucsbplat.com/instructor/VGVhY2hlci0xODM3NTE0
Psychology,Aaron,Ettenberg,4.6,36,https://ucsbplat.com/instructor/VGVhY2hlci0xMTE2Mzg2
Psychology,Barbara,Thayer,3.6,28,https://ucsbplat.com/instructor/VGVhY2hlci0yMjg2MjMz
Psychology,Bianca,Acevedo,1.6,26,https://ucsbplat.com/instructor/VGVhY2hlci0xNzU1MTEy
Psychology,Daniel,Conroy-Beam,4.2,26,https://ucsbplat.com/instructor/VGVhY2hlci0yMjU4MDMx
Psychology,Kasie,Mays,2.7,25,https://ucsbplat.com/instructor/VGVhY2hlci0yNjEzMTA5
Psychology,Jennifer,Guardia,1.7,20,https://ucsbplat.com/instructor/VGVhY2hlci0xOTAyMDg0
Psychology,Alexander,Swan,2.5,17,https://ucsbplat.com/instructor/VGVhY2hlci0xNzQ4NDkx
Psychology,Caitlin,Taylor,3.7,15,https://ucsbplat.com/instructor/VGVhY2hlci0yNTE2NTU0
Psychology,Michael,Mrazek,4.5,15,https://ucsbplat.com/instructor/VGVhY2hlci0xNjAxOTYw
Psychology,Linda,Juang,3.1,14,https://ucsbplat.com/instructor/VGVhY2hlci0xNjkzMDY5
Psychology,Logan,Fiorella,4.3,14,https://ucsbplat.com/instructor/VGVhY2hlci0xODMxMDg0
Psychology,R,Relvin,2.7,13,https://ucsbplat.com/instructor/VGVhY2hlci0xMDI2MDU5
Psychology,Ami,Cohen,2.8,11,https://ucsbplat.com/instructor/VGVhY2hlci0xNDA0NDM5
Psychology,Smaranda,Lawrie,5.0,10,https://ucsbplat.com/instructor/VGVhY2hlci0yMzkzNjUz
Psychology,Paul,Kovacs,3.8,9,https://ucsbplat.com/instructor/VGVhY2hlci0yODQ0Nzc3
Psychology,Amedee,Martella,5.0,8,https://ucsbplat.com/instructor/VGVhY2hlci0yOTExMTkx
Psychology,Richard,Gramzow,5.0,8,https://ucsbplat.com/instructor/VGVhY2hlci0yMjA4MTQ5
Psychology,David,Hamilton,3.6,8,https://ucsbplat.com/instructor/VGVhY2hlci0xMDczNjgz
Psychology,Brian,Lopez,4.8,7,https://ucsbplat.com/instructor/VGVhY2hlci0xNzgxMjAw
Psychology,Luke,Janes,4.3,6,https://ucsbplat.com/instructor/VGVhY2hlci0yOTMzODE3
Psychology,Michael,Beyeler,5.0,6,https://ucsbplat.com/instructor/VGVhY2hlci0yNjMyNDk1
Psychology,Janusonis,Skirmantas,4.5,6,https://ucsbplat.com/instructor/VGVhY2hlci0xNTM5NDA1
Psychology,Scott,Grafton,4.3,6,https://ucsbplat.com/instructor/VGVhY2hlci0yMzg1MTA4
Psychology,Molly,Metz,2.4,5,https://ucsbplat.com/instructor/VGVhY2hlci0xODMwNzc3
Psychology,James,Blascovich,3.1,5,https://ucsbplat.com/instructor/VGVhY2hlci0xNDI1Nzcx
Psychology,Andy,Alexander,4.4,5,https://ucsbplat.com/instructor/VGVhY2hlci0zMDE3MDA2
Psychology,Cynthia,Gangi,4.9,5,https://ucsbplat.com/instructor/VGVhY2hlci0xMzAwNjcx
Psychology,Jessica,Hai,4.5,4,https://ucsbplat.com/instructor/VGVhY2hlci0yNTA5Mjgz
Psychology,Jeff,Bowen,4.5,4,https://ucsbplat.com/instructor/VGVhY2hlci0yMDQxMDI3
Psychology,Joannalee,Campbell,3.0,4,https://ucsbplat.com/instructor/VGVhY2hlci0xNTQzNzMz
Psychology,John,Protzko,4.2,3,https://ucsbplat.com/instructor/VGVhY2hlci0xOTY5NDQ1
Psychology,Rachel,Penton,3.3,3,https://ucsbplat.com/instructor/VGVhY2hlci0yMzQ5MzE0
Psychology,Celeste,Pilegard,4.3,3,https://ucsbplat.com/instructor/VGVhY2hlci0xOTEyNzE3
Psychology,Leo,Chavez,3.7,3,https://ucsbplat.com/instructor/VGVhY2hlci0yNzE0ODcz
Psychology,Ben,Mooneyham,4.5,3,https://ucsbplat.com/instructor/VGVhY2hlci0xOTE5MjA2
Psychology,Alyssa,Lawson,5.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0yODg4OTA5
Psychology,Adar,Eisenbruch,4.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yMTM1OTEy
Psychology,Kyle,Ploense,4.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xOTg0NTYy
Psychology,Tessa,Dover,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yMDQxNjQ3
Psychology,Steve,Smith,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yMzE5Njcy
Psychology,Andrew,Choi,3.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yMTg3OTA2
Psychology,Spencer,Mermelstein,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yNDAzMTc3
Psychology,Jim,Blascovich,3.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xNDQ1NzUx
Psychology,Payton,Small,4.5,2,https://ucsbplat.com/instructor/VGVhY2hlci0yNzExNjUz
Psychology,Arlene,Ortiz,2.5,2,https://ucsbplat.com/instructor/VGVhY2hlci0yODc5Mzk3
Psychology,Jennifer,Wenzel,4.3,2,https://ucsbplat.com/instructor/VGVhY2hlci0xNzM3OTAw
Psychology,Aaron,Haddock,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMDM4NzYy
Psychology,Arturo,Deza,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xOTg5NDY2
Psychology,Viki,Papadakis,1.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yOTY2NTg5
Psychology,Alison,Cerezo,4.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNjU5NDg3
Psychology,Mandy,Cisler,4.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNTAwNTE4
Psychology,Jason,Anderson,1.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMjc0ODUy
Psychology,Danielle,King,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNzM4Mjc5
Psychology,Delwin,Carter,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNjIxNzU4
Psychology,Chelsea,Brown,3.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMjcwMzAz
Psychology,Katy,Walter,4.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNzExNzMy
Psychology,Stephen,Mack,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xODMxMzAw
Psychology,Jonna,Joy,4.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMzUyNDEw
Psychology,Michael,Furlong,2.5,1,https://ucsbplat.com/instructor/VGVhY2hlci0xOTI2NDkx
Psychology,Jessica,Roeder,4.5,1,https://ucsbplat.com/instructor/VGVhY2hlci0xOTg4MTY0
Psychology,Sam,Castillo,2.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNTExMDAw
Psychology,Anthony,Scroggins,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yMDQ4OTUw
Psychology,Anudhi,Munasinghe,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNjE0NDA2
Psychology,Allie,Mittelsted,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yODIxNjAx
Psychology,Gregory,Ashby,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xNDczMzMy
Psychology,Jill,Sharkey,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xODMwOTQ0
Psychology,Bailey,Immel,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yOTI3NTc0
Psychology,Farshid,Moshrefi,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNjg3ODg2
Psychology,Nils,Reimer,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yOTIwNTQ0
Psychology,Elliot,Rodger,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yMjQ4NzA4
Psychology,Vinnie,Wu,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yODE3NDQ5
Sociology,Tara,Tober,4.6,112,https://ucsbplat.com/instructor/VGVhY2hlci0yMzUxNzA2
Sociology,Victor,Rios,4.2,95,https://ucsbplat.com/instructor/VGVhY2hlci0xMjUzMjE0
Sociology,Gordon,Abra,3.8,86,https://ucsbplat.com/instructor/VGVhY2hlci0xOTU0Mzgw
Sociology,Elena,Raymond,3.3,52,https://ucsbplat.com/instructor/VGVhY2hlci0yMTk4OTUy
Sociology,Craig,Rawlings,4.7,38,https://ucsbplat.com/instructor/VGVhY2hlci0xNjY3ODAw
Sociology,Jason,Turowetz,4.6,31,https://ucsbplat.com/instructor/VGVhY2hlci0yODQxMzQx
Sociology,Kevin,Whitehead,4.3,31,https://ucsbplat.com/instructor/VGVhY2hlci0xMTU4MDUx
Sociology,Tristan,Bridges,4.6,25,https://ucsbplat.com/instructor/VGVhY2hlci0yMzE3MTAw
Sociology,Catherine,Taylor,3.3,22,https://ucsbplat.com/instructor/VGVhY2hlci0yNDY4NjQ0
Sociology,Summer,Gray,4.9,21,https://ucsbplat.com/instructor/VGVhY2hlci0xOTk3MTQx
Sociology,Hannah,Wohl,3.5,13,https://ucsbplat.com/instructor/VGVhY2hlci0yNDY0NzA4
Sociology,Tagart,Sobotka,4.5,12,https://ucsbplat.com/instructor/VGVhY2hlci0yOTQ2NDUx
Sociology,Jessica,Espino,2.4,8,https://ucsbplat.com/instructor/VGVhY2hlci0zMDc3ODA3
Sociology,Phung,Su,3.4,7,https://ucsbplat.com/instructor/VGVhY2hlci0zMDgwMzk1
Sociology,Terrell,Winder,4.6,5,https://ucsbplat.com/instructor/VGVhY2hlci0yODE3MTY2
Sociology,H,Zetzer,4.3,4,https://ucsbplat.com/instructor/VGVhY2hlci0yNzYwMTUx
Sociology,Ke,Anderson,2.8,4,https://ucsbplat.com/instructor/VGVhY2hlci0xNDA1MzY0
Sociology,Waverly,Duck,5.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0yOTU1NTg1
Sociology,Baldwin,Janice,3.8,39,https://ucsbplat.com/instructor/VGVhY2hlci0xNjU5MDU4
Sociology,Raymond,Clemencon,3.7,36,https://ucsbplat.com/instructor/VGVhY2hlci0xNTg5NjEy
Sociology,Alicia,Cast,4.7,33,https://ucsbplat.com/instructor/VGVhY2hlci0xMDc2MTM5
Sociology,Noah,Friedkin,2.9,25,https://ucsbplat.com/instructor/VGVhY2hlci0xMTU5NjQ4
Sociology,Kevin,Anderson,3.7,25,https://ucsbplat.com/instructor/VGVhY2hlci0xMzk5MzMz
Sociology,Fernando,Lopez-Alves,3.9,24,https://ucsbplat.com/instructor/VGVhY2hlci0xMDQyMDM0
Sociology,Yader,Lanuza,3.5,24,https://ucsbplat.com/instructor/VGVhY2hlci0yNzk2NjQ5
Sociology,Timothy,Mechlinski,3.8,19,https://ucsbplat.com/instructor/VGVhY2hlci0xMDQyOTEz
Sociology,Oscar,Soto,5.0,19,https://ucsbplat.com/instructor/VGVhY2hlci0yMzk1MTQ2
Sociology,Zachary,King,4.8,17,https://ucsbplat.com/instructor/VGVhY2hlci0xOTYxMDg1
Sociology,Dana,Kornberg,3.0,16,https://ucsbplat.com/instructor/VGVhY2hlci0yNjcyMDE1
Sociology,Amy,Martinez,1.8,16,https://ucsbplat.com/instructor/VGVhY2hlci0yODM3Njc0
Sociology,Erika,Arenas-Velazquez,2.0,15,https://ucsbplat.com/instructor/VGVhY2hlci0yMjM1MTU4
Sociology,Danielle,Hidalgo,3.0,13,https://ucsbplat.com/instructor/VGVhY2hlci0xMzUwODk1
Sociology,Zakiya,Luna,1.6,13,https://ucsbplat.com/instructor/VGVhY2hlci0yMTc0NDgz
Sociology,Fatima,Suarez,3.0,13,https://ucsbplat.com/instructor/VGVhY2hlci0yMDc1ODk2
Sociology,Shae,Miller,2.3,10,https://ucsbplat.com/instructor/VGVhY2hlci0xNzA3NDgy
Sociology,jean,beaman,2.5,10,https://ucsbplat.com/instructor/VGVhY2hlci0yNTM0Nzcz
Sociology,Clayton,Childress,4.9,9,https://ucsbplat.com/instructor/VGVhY2hlci0xMDI5MDgz
Sociology,Monica,Lomeli,3.4,8,https://ucsbplat.com/instructor/VGVhY2hlci0xMzY4MDQ1
Sociology,Steven,Osuna,5.0,8,https://ucsbplat.com/instructor/VGVhY2hlci0xOTA2MjEz
Sociology,Greg,Goalwin,4.7,7,https://ucsbplat.com/instructor/VGVhY2hlci0yMDI5NTc4
Sociology,Logan,Klien,3.9,7,https://ucsbplat.com/instructor/VGVhY2hlci0xMDAwMDg5
Sociology,Ry,Brennan,3.2,6,https://ucsbplat.com/instructor/VGVhY2hlci0yNzEyNTY3
Sociology,Ingrid,Li,4.5,6,https://ucsbplat.com/instructor/VGVhY2hlci0xMjE2MDgz
Sociology,Sprague,Jeb,4.1,5,https://ucsbplat.com/instructor/VGVhY2hlci0xNDU5MjIy
Sociology,Joan,Budesa,4.8,5,https://ucsbplat.com/instructor/VGVhY2hlci0xNjE4ODky
Sociology,.,Ro,3.9,5,https://ucsbplat.com/instructor/VGVhY2hlci0xMDQyMDQ0
Sociology,Nicki,Cole,4.9,4,https://ucsbplat.com/instructor/VGVhY2hlci0xMjk2MDIy
Sociology,Erik,Nelson,3.3,4,https://ucsbplat.com/instructor/VGVhY2hlci0yNjg4MjU1
Sociology,Alison,Crossley,4.6,4,https://ucsbplat.com/instructor/VGVhY2hlci0xMjg4ODU5
Sociology,Kristopher,Kohler,4.5,4,https://ucsbplat.com/instructor/VGVhY2hlci0yNjUyOTMx
Sociology,Brooke,Neely,4.5,4,https://ucsbplat.com/instructor/VGVhY2hlci0xMjg5MjI5
Sociology,Gabrielle,Gonzales,5.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0yMjc5MTAx
Sociology,Ben,Manski,3.7,3,https://ucsbplat.com/instructor/VGVhY2hlci0yMTY4MTI5
Sociology,Elizabeth,Rahilly,4.5,3,https://ucsbplat.com/instructor/VGVhY2hlci0xNzUwNjI3
Sociology,J,Sterphone,5.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0yNDMxNTcz
Sociology,Neda,Maghbouleh,4.5,3,https://ucsbplat.com/instructor/VGVhY2hlci0xMDk3NjUw
Sociology,Daniel,Armanino,4.3,2,https://ucsbplat.com/instructor/VGVhY2hlci0xNTkwOTIx
Sociology,Sarah,Thébaud,3.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xODIxNTk2
Sociology,Maria,Charles,1.5,2,https://ucsbplat.com/instructor/VGVhY2hlci0yNzc2NTQw
Sociology,Edward,Telles,2.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yNTExNjE1
Sociology,Stanley,Ellis,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xODMzNTQ3
Sociology,Rolando,Longoria,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xOTA2MjE0
Sociology,Lauren,Alfrey,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMDMwNjQw
Sociology,Ali,Hendley,4.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNDgyMDk0
Sociology,Megan,Tabag,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNDA0ODQ4
Sociology,Idalia,Leon,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNDM0MTcx
Sociology,Gursan,Senalp,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0zMDY4NDYy
Sociology,Jasmine,Kelekay,1.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yNDk1ODM4
Sociology,Lillian,Jungleib,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xOTIwMDAy
Sociology,Veronica,Montes,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNDc1NDY5
Sociology,Jonathan,Gomez,3.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0yMzU0NTI1
Sociology,Rebecca,Romo,5.0,1,https://ucsbplat.com/instructor/VGVhY2hlci0xNjE1OTk0
Sociology,James,Moody,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xMDkxMzU5
Sociology,David,Feldman,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNDIyMTE4
Sociology,Ian,Waller,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNzA4MjE2
Sociology,Stacie,Furia,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNDM2NjE0
Sociology,Danielle,Hidalgo,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xNDI1NTM5
Sociology,Cierra,Sorin,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNDM4NDc5
Sociology,Sarah,Rios,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yMDQxNjUz
Sociology,Verta,Taylor,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yNjcyNTE0
Sociology,Emily,Crutcher,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0xNDU3NTE2
Sociology,Don,Zimmerman,0.0,0,https://ucsbplat.com/instructor/VGVhY2hlci0yODExMzcz
Economics,Cindy,Benelli,2.7,210,https://ucsbplat.com/instructor/VGVhY2hlci0xMDMxMDg3
Economics,John,Hartman,2.2,170,https://ucsbplat.com/instructor/VGVhY2hlci0xMTEyNjEw
Economics,Peter,Rupert,2.8,100,https://ucsbplat.com/instructor/VGVhY2hlci0xMDk4NjI3
Economics,Scott,Fulkerson,4.3,66,https://ucsbplat.com/instructor/VGVhY2hlci0yMzQ2MjA4
Economics,Alisa,Tazhitdinova,2.6,55,https://ucsbplat.com/instructor/VGVhY2hlci0yNTU2MTM5
Economics,Ryan,Oprea,4.3,48,https://ucsbplat.com/instructor/VGVhY2hlci0xOTgzNDMw
Economics,Youssef,Benzarti,4.6,39,https://ucsbplat.com/instructor/VGVhY2hlci0yNjIyNzMw
Economics,Lanny,Ebenstein,3.1,33,https://ucsbplat.com/instructor/VGVhY2hlci0xOTgzNDMz
Economics,Matthew,Lang,3.5,28,https://ucsbplat.com/instructor/VGVhY2hlci0zMDgxNzUw
Economics,Yueyuan,Ma,2.0,26,https://ucsbplat.com/instructor/VGVhY2hlci0yODQzMzc5
Economics,Bree,Lang,4.8,20,https://ucsbplat.com/instructor/VGVhY2hlci0zMDgyMDM3
Economics,Antony,Millner,2.6,17,https://ucsbplat.com/instructor/VGVhY2hlci0yNjc4NjA3
Economics,Ted,Frech,3.1,16,https://ucsbplat.com/instructor/VGVhY2hlci0xMTgxODg4
Economics,Peter,Kuhn,4.0,12,https://ucsbplat.com/instructor/VGVhY2hlci0xNTIzMTg0
Economics,Ignacio,Esponda,5.0,11,https://ucsbplat.com/instructor/VGVhY2hlci0yNTU0NTI3
Economics,Julia,Lowell,3.3,11,https://ucsbplat.com/instructor/VGVhY2hlci0xOTgyMzg3
Economics,Clement,Chaisemartin,4.3,6,https://ucsbplat.com/instructor/VGVhY2hlci0yMjY2MTcw
Economics,Harmon,J,3.5,3,https://ucsbplat.com/instructor/VGVhY2hlci0xNDA2MTUw
Economics,Lint,Barrage,2.1,76,https://ucsbplat.com/instructor/VGVhY2hlci0yNjg2NDc5
Economics,Zack,Grossman,2.6,72,https://ucsbplat.com/instructor/VGVhY2hlci0xMjQwOTk0
Economics,Lisa,Maass,4.5,61,https://ucsbplat.com/instructor/VGVhY2hlci03NTEz
Economics,Miguel,Helleseter,2.1,54,https://ucsbplat.com/instructor/VGVhY2hlci0xOTMwODIz
Economics,Thomas,Koch,2.3,40,https://ucsbplat.com/instructor/VGVhY2hlci0xMDgwMjE5
Economics,Emanuel,Vespa,2.0,38,https://ucsbplat.com/instructor/VGVhY2hlci0xODAwNDg2
Economics,Susan,Grover,3.7,38,https://ucsbplat.com/instructor/VGVhY2hlci0yNDcwNjUy
Economics,Richard,Startz,3.0,21,https://ucsbplat.com/instructor/VGVhY2hlci0xNjkyOTIy
Economics,Sevgi,Yuksel,2.4,20,https://ucsbplat.com/instructor/VGVhY2hlci0yMDg4MTM3
Economics,Robert,Heilmayr,4.9,17,https://ucsbplat.com/instructor/VGVhY2hlci0yMzMxMjcy
Economics,Seth,Borgo,4.1,16,https://ucsbplat.com/instructor/VGVhY2hlci0xNjY2MzU3
Economics,Huy,Nguyen,4.7,12,https://ucsbplat.com/instructor/VGVhY2hlci0yMjcyNDMy
Economics,Daniel,Lawver,1.8,12,https://ucsbplat.com/instructor/VGVhY2hlci0xNjMxMTY0
Economics,Paulina,Vallejo,2.3,11,https://ucsbplat.com/instructor/VGVhY2hlci0xNTcyNjc0
Economics,Gonzalo,Vazquez-Bare,2.1,11,https://ucsbplat.com/instructor/VGVhY2hlci0yNjk2NjQ1
Economics,.,Fanchon,1.5,10,https://ucsbplat.com/instructor/VGVhY2hlci0xMDMzMjMy
Economics,William,Comanor,3.8,9,https://ucsbplat.com/instructor/VGVhY2hlci0xMzc3NTI2
Economics,Miguel,Hellester,2.0,8,https://ucsbplat.com/instructor/VGVhY2hlci0xOTY3MDg3
Economics,Lisa,Gray,3.8,8,https://ucsbplat.com/instructor/VGVhY2hlci0xOTk3NTc4
Economics,David,Silver,3.6,5,https://ucsbplat.com/instructor/VGVhY2hlci0yOTk0ODAx
Economics,Heather,Royer,3.9,5,https://ucsbplat.com/instructor/VGVhY2hlci0xNDY0Nzgz
Economics,Charles,Kolstad,2.6,5,https://ucsbplat.com/instructor/VGVhY2hlci0xNjk3ODk0
Economics,Jeffrey,Dubin,2.1,4,https://ucsbplat.com/instructor/VGVhY2hlci0xMTg3NDkx
Economics,Maya,Rossin-Slater,4.8,4,https://ucsbplat.com/instructor/VGVhY2hlci0xOTcwMjA0
Economics,Corey,White,5.0,4,https://ucsbplat.com/instructor/VGVhY2hlci0xOTkwMzg4
Economics,Nicole,Iannaccone,5.0,4,https://ucsbplat.com/instructor/VGVhY2hlci0yMjAxMzQ2
Economics,Alan,Ebenstein,3.0,4,https://ucsbplat.com/instructor/VGVhY2hlci0xNDE2NTM2
Economics,Christopher,Goodwin,3.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0xNjcwMTQ1
Economics,Julian,Neira,4.8,3,https://ucsbplat.com/instructor/VGVhY2hlci0xNjExMjE4
Economics,Jack,Erb,5.0,3,https://ucsbplat.com/instructor/VGVhY2hlci0xMzgxNTY4
Economics,R,Rodriguez,3.5,3,https://ucsbplat.com/instructor/VGVhY2hlci0xMTg0NTE0
Economics,Chad,Caughell,4.3,3,https://ucsbplat.com/instructor/VGVhY2hlci0yMjExNjM1
Economics,Spencer,Sween,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0yNzU1NTcw
Economics,Jason,Vosburgh,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xNDE5Njk4
Economics,Adam,Wright,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xODgwMTY4
Economics,David,Davis,4.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xNzUxODg0
Economics,Miguel,Helleseter,2.5,2,https://ucsbplat.com/instructor/VGVhY2hlci0xOTQ1NTc3
Economics,Daniel,Martin,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0zMTA4ODQx
Economics,Ruth,Morales,5.0,2,https://ucsbplat.com/instructor/VGVhY2hlci0xNjYzNjUy
