department,first_name,last_name,rmp_score,num_reviews
Religious Studies,Dominic,Steavu-Balint,4.7,17
Religious Studies,William,Elison,4.2,15
Religious Studies,Mitchell,Kauffman,4.2,13
Religious Studies,Aazam,Feiz,5.0,13
Religious Studies,Elizabeth,Perez,3.5,11
Religious Studies,Anil,Mundra,5.0,8
Religious Studies,Richard,Hecht,3.5,103
Religious Studies,Ines,Talamantez,2.8,58
Religious Studies,Joseph,Blankholm,4.6,53
Religious Studies,Wendy,Wiseman,2.1,19
Religious Studies,Louis,Caron,4.5,12
Religious Studies,David,White,3.6,9
Religious Studies,Greg,Johnson,4.0,8
Religious Studies,Sahaj,Parikh,5.0,7
Religious Studies,Daigengna,Duoer,5.0,6
Religious Studies,Peter,Romaskiewicz,4.4,5
Religious Studies,Michael,Ium,3.0,5
Religious Studies,Or,Porath,5.0,3
Religious Studies,Bob,Fredona,2.3,3
Religious Studies,Andrea,Castiglioni,4.7,3
Religious Studies,Maharshi,Vyas,4.0,3
Religious Studies,kevin,whitesides,4.0,2
Religious Studies,Marshall,Evans,3.5,2
Religious Studies,Rory,Lindsay,5.0,2
Religious Studies,Baatra,Ochir,4.0,1
Religious Studies,Ersa,Tunc,4.0,1
Religious Studies,Ahmad,Ahmad,5.0,1
Religious Studies,Jesse,Drian,5.0,1
Religious Studies,Damian,Lanahan-Kalish,5.0,1
Religious Studies,Delores,Mondragoacuten,1.0,1
Religious Studies,Caleb,McCarthy,4.0,1
Religious Studies,William,Chavez,3.0,1
Religious Studies,Shivani,Bothra,5.0,1
Religious Studies,Patrick,Lambelet,0.0,0
Religious Studies,Brendan,Newlon,0.0,0
Religious Studies,Luke,McCracken,0.0,0
Religious Studies,Gillian,Osborne,0.0,0
Religious Studies,Lauren,Griffin,0.0,0
Classics,Brice,Erickson,4.3,190
Classics,Francis,Dunn,3.7,140
Classics,Helen,Morales,4.1,77
Classics,Sara,Lindheim,4.1,31
Classics,Dorota,Dutsch,4.3,20
Classics,Rose,MacLean,5.0,5
Classics,H,Morales,3.3,3
Classics,Ralph,Gallucci,4.1,248
Classics,Apostolos,Athanassakis,4.4,71
Classics,Amit,Shilo,3.1,42
Classics,Andrea,Fishman,2.6,40
Classics,Robert,Morstein-Marx,4.6,27
Classics,Glenn,Patten,3.0,21
Classics,Richard,Rader,4.8,19
Classics,Stan,Rauh,2.2,18
Classics,Jeff,Souther,5.0,15
Classics,Noah,Segal,4.3,14
Classics,Robert,Renehan,5.0,11
Classics,Jo,Shelton,3.9,11
Classics,Thomas,Moody,4.6,7
Classics,Brett,Collins,4.4,7
Classics,Josh,Smith,4.8,6
Classics,Frances,Hahn,3.6,6
Classics,Emily,Chow-Kambitsch,1.6,5
Classics,Aerynn,Dighton,4.3,4
Classics,Emilio,Capettini,3.5,4
Classics,James,Conrad,3.0,4
Classics,Aaron,Pelttari,3.3,3
Classics,Chad,Schroeder,5.0,3
Classics,Ronan,Dunphy,4.8,3
Classics,Angela,Holzmeister,5.0,3
Classics,Frances,Hickson-Hahn,4.8,2
Classics,Laura,Behymer,4.8,2
Classics,Seth,Jeppesen,5.0,1
Classics,Marshall,Evans,5.0,1
Classics,Olga,Faccani,5.0,1
Classics,Alexander,Leibowitz,2.5,1
Classics,Emmanuela,Schoinoplokaki,5.0,1
Classics,Carly,Barnicle,0.0,0
Classics,Julio,Vega,0.0,0
Literature,Eric,Prieto,4.1,40
Literature,Susan,Derwin,3.1,39
Literature,Elisabeth,Weber,4.2,18
Literature,Christene,D'Anca,4.8,18
Literature,Sara,Weld,4.6,14
Literature,Thomas,Mazanec,4.1,10
Literature,William,Fleming,5.0,3
Literature,Ellen,McCracken,1.5,56
Literature,Jon,Snyder,4.2,31
Literature,Cynthia,Brown,3.0,27
Literature,Sven,Spieker,3.0,20
Literature,Ronald,Egan,3.2,19
Literature,Antonio,Cortijo,3.6,19
Literature,Rachel,Feldman,4.1,15
Literature,Elide,Oliver,3.4,14
Literature,Elizabeth,Macarthur,2.5,11
Literature,Jorge,Castillo,4.7,9
Literature,Gloria,Galindo,1.8,8
Literature,Ellen,O'Connell,4.8,8
Literature,Naz,Keynejad,4.4,7
Literature,Barry,Spacks,4.4,7
Literature,Carlos,Pio,2.4,6
Literature,Jill,Levine,4.7,5
Literature,Abdulhamit,Arvas,5.0,4
Literature,Jeffrey,Bellomi,5.0,3
Literature,Tegan,Raleigh,4.7,3
Literature,Maria,Zazzarino,3.5,2
Literature,Liliana,Gallegos,3.5,2
Literature,Trevor,Crown,4.5,2
Literature,Terrence,Handscomb,1.0,1
Literature,Sofie,Thomsen,5.0,1
Literature,Ute,Holl,3.0,1
Literature,Rebecca,Stewart,1.0,1
Literature,Rosie,Kar,0.0,0
Literature,Inez,Zhou,0.0,0
Literature,Yanoula,Athanassakis,0.0,0
Mechanical Engineering,Trevor,Marks,4.0,27
Mechanical Engineering,Frederic,Gibou,4.0,26
Mechanical Engineering,Samantha,Daly,3.9,15
Mechanical Engineering,Steve,Laguette,2.7,12
Mechanical Engineering,Tyler,Susko,2.9,12
Mechanical Engineering,Enoch,Yeung,4.5,10
Mechanical Engineering,Sumita,Pennathur,4.1,9
Mechanical Engineering,Robert,McMeeking,3.5,8
Mechanical Engineering,Geoffrey,Tsai,4.8,6
Mechanical Engineering,Emilie,Dressaire,5.0,3
Mechanical Engineering,Eckart,Meiburg,3.7,3
Mechanical Engineering,Paolo,Luzzatto-Fegiz,5.0,3
Mechanical Engineering,Glenn,Beltz,4.8,45
Mechanical Engineering,Otger,Campas,3.7,13
Mechanical Engineering,Matt,Sprankle,3.0,6
Mechanical Engineering,Tie,Wu,2.2,5
Mechanical Engineering,Adele,Doyle,1.3,3
Mechanical Engineering,Kamala,Qalandar,5.0,3
Mechanical Engineering,Ryan,Mohr,4.7,3
Mechanical Engineering,Dominic,Bello,4.5,3
Mechanical Engineering,Fredrick,Milstein,2.8,3
Mechanical Engineering,Annie,Ruimi,1.5,2
Mechanical Engineering,Mustafa,Khammash,5.0,2
Mechanical Engineering,Matthew,Begley,5.0,2
Mechanical Engineering,Pouria,Mistani,5.0,2
Mechanical Engineering,Jean-Louis,Armand,2.0,1
Mechanical Engineering,Henry,Yang,5.0,1
Mechanical Engineering,Megan,Valentine,3.0,1
Mechanical Engineering,Casey,Hare,4.0,1
Mechanical Engineering,Michael,Yang,0.0,0
Mechanical Engineering,Bruno,Jacob,0.0,0
Mechanical Engineering,Kyriakos,Vamvoudakis,0.0,0
Electrical & Comp. Engineering,Clint,Schow,2.7,20
Electrical & Comp. Engineering,Loai,Salem,4.1,15
Electrical & Comp. Engineering,Justin,Pearson,4.9,14
Electrical & Comp. Engineering,Zheng,Zhang,3.9,13
Electrical & Comp. Engineering,Kenneth,Rose,4.5,9
Electrical & Comp. Engineering,Jason,Marden,4.5,8
Electrical & Comp. Engineering,Dmitri,Strukov,4.2,8
Electrical & Comp. Engineering,Nina,Miolane,4.0,8
Electrical & Comp. Engineering,Forrest,Brewer,3.4,7
Electrical & Comp. Engineering,Mahnoosh,Alizadeh,4.1,7
Electrical & Comp. Engineering,Upamanyu,Madhow,2.0,6
Electrical & Comp. Engineering,B.,Manjunath,4.0,3
Electrical & Comp. Engineering,Pradeep,Sen,3.2,16
Electrical & Comp. Engineering,Shiv,Chandrasekaran,4.5,14
Electrical & Comp. Engineering,Christos,Thrampoulidis,4.1,10
Electrical & Comp. Engineering,Kamyar,Parto,5.0,5
Electrical & Comp. Engineering,Julian,Maravilla,2.0,5
Electrical & Comp. Engineering,Galan,Moody,5.0,4
Electrical & Comp. Engineering,Peng,Li,2.5,4
Electrical & Comp. Engineering,Michael,Melliar-Smith,4.2,3
Electrical & Comp. Engineering,Jerry,Gibson,5.0,3
Electrical & Comp. Engineering,Qian,Yu,1.5,2
Electrical & Comp. Engineering,Jon,Schuller,3.5,2
Electrical & Comp. Engineering,Bongjin,Kim,3.0,2
Electrical & Comp. Engineering,Ramtin,Pedarsani,5.0,1
Electrical & Comp. Engineering,Haewon,Jeong,0.0,0
Electrical & Comp. Engineering,Tim,Cheng,0.0,0
Electrical & Comp. Engineering,Reza,Abdolee,0.0,0
Electrical & Comp. Engineering,Kelsey,Dowdy,0.0,0
Electrical & Comp. Engineering,Kerem,Camsari,0.0,0
Electrical & Comp. Engineering,John,Bowers,0.0,0
Fine Arts,Carole,Paul,2.9,68
Fine Arts,Sarah,Holmes,3.6,20
Fine Arts,Delila,Moseley,3.2,14
Fine Arts,Eric,Beltz,4.7,14
Fine Arts,Christina,McCarthy,3.7,7
Fine Arts,Valerie,Huston,4.3,6
Fine Arts,Carol,Press,3.6,185
Fine Arts,Nuha,Khoury,1.9,67
Fine Arts,John,Chapman,2.7,66
Fine Arts,Peter,Sturman,3.5,35
Fine Arts,Jeanette,Peterson,3.6,20
Fine Arts,Laurel,Beckman,3.5,14
Fine Arts,Kim,Yasuda,3.5,13
Fine Arts,Mark,Batongmalaque,4.4,9
Fine Arts,Harry,Reese,3.6,7
Fine Arts,Graham,Budgett,3.6,7
Fine Arts,Dimitri,Kozyrev,4.8,6
Fine Arts,Anne,Jensen-Adams,3.5,6
Fine Arts,Nancy,Colahan,4.5,5
Fine Arts,.,Mulfinger,4.4,5
Fine Arts,Chet,Glaze,3.7,5
Fine Arts,Elcin,Joyner,3.8,4
Fine Arts,Marko,Peljhan,2.1,4
Fine Arts,Lisa,Jevbratt,4.0,2
Fine Arts,Reagan,Haynes,1.0,1
Fine Arts,Muhammad,Ahmad,2.0,1
Fine Arts,Elizabeth,Folk,4.5,1
Fine Arts,Meredith,Lyons,0.0,0
Fine Arts,Brian,Springer,0.0,0
Fine Arts,Jeff,Krueger,0.0,0
Fine Arts,Brandon,Whited,0.0,0
Science,Alex,Simms,4.3,63
Science,Bernie,Kirtman,2.4,18
Science,Mike,Mahan,4.2,15
Science,Josh,Schimel,3.3,12
Science,Kelsey,Dowdy,4.6,11
Science,Paula,Bruice,2.9,221
Science,Donald,Aue,3.0,128
Science,Robert,Antonucci,2.9,101
Science,Doug,Thrower,3.7,95
Science,William,Freudenburg,4.2,88
Science,Alex,Wrobel,4.9,70
Science,John,Moore,4.5,51
Science,David,Harris,2.5,51
Science,Melvyn,Manalis,3.7,29
Science,Helene,Gardner,4.0,28
Science,Paul,Wack,4.3,26
Science,Robin,Matoza,4.1,20
Science,Fyl,Pincus,2.4,16
Science,Lisa,Berry,4.0,14
Science,Rachel,Spratt,2.7,12
Science,Charles,Samuel,4.1,8
Science,Mike,McGinnis,3.8,6
Science,Uta,Passow,2.8,5
Science,Janis,Ingham,3.1,4
Science,Paul,Relis,2.3,3
Science,Dorothy,Pak,3.7,3
Science,Ann,Williams,0.0,0
Science,Barbara,Moore,0.0,0
Science,Anja,Rivera,0.0,0
Global Studies,David,Moak,4.1,93
Global Studies,Kai,Thaler,5.0,11
Global Studies,Vladimir,Hamed-Troyansky,4.7,9
Global Studies,Nicole,Vielma,4.7,3
Global Studies,Mark,Juergensmeyer,4.0,103
Global Studies,Giles,Gunn,2.9,81
Global Studies,Philip,McCarty,4.3,47
Global Studies,Esther,Lezra,2.3,42
Global Studies,Gurinder,Mann,4.4,38
Global Studies,Aashish,Mehta,4.0,37
Global Studies,Jia-Ching,Chen,1.5,34
Global Studies,Jan,Nederveen-Pieterse,2.0,28
Global Studies,Nadege,Clitandre,2.3,23
Global Studies,Charmaine,Chua,4.3,23
Global Studies,Alison,Brysk,3.8,18
Global Studies,John,Soboslai,3.8,12
Global Studies,Richard,Applebaum,4.0,11
Global Studies,Shinder,Thandi,3.4,11
Global Studies,Hilal,Elver,2.5,6
Global Studies,Pam,Najem,5.0,4
Global Studies,Laurie,Harris,5.0,4
Global Studies,Anshu,Malhotra,2.7,3
Global Studies,Pratik,Raghu,3.5,2
Global Studies,Mariah,Miller,0.0,0
Global Studies,Anshu,Malhorta,0.0,0
Global Studies,Nicholas,Lachappelle,0.0,0
Global Studies,Maegan,Miller-Likhethe,0.0,0
Global Studies,Omar,Mansour,0.0,0
Feminist Studies,Debanuj,Dasgupta,4.0,19
Feminist Studies,Anisha,Thomas,4.0,10
Feminist Studies,Barbara,Tomlinson,4.2,14
Feminist Studies,Dr.,Gutiérrez-Magallanes,2.0,12
Feminist Studies,Jacqueline,Bobo,4.1,10
Feminist Studies,AP,Pierce,4.6,10
Feminist Studies,Isabella,Restrepo,4.2,10
Feminist Studies,Jennifer,Tyburczy,4.7,9
Feminist Studies,Anita,Stahl,4.8,9
Feminist Studies,Anna,Wald,4.4,7
Feminist Studies,Laura,Tanner,2.0,7
Feminist Studies,Jordan,Victorian,3.5,6
Feminist Studies,Nicole,Filler,3.7,6
Feminist Studies,Matt,Richardson,2.4,5
Feminist Studies,Megan,Spencer,5.0,4
Feminist Studies,Chelsea,Jones,4.8,4
Feminist Studies,Joan,Budesa,3.5,4
Feminist Studies,Nancy,Morales,2.0,4
Feminist Studies,Elisabeth,Ayuk-Etang,2.0,1
Feminist Studies,Anna,Arrowsmith,5.0,1
Feminist Studies,Kimberly,Soriano,4.0,1
Feminist Studies,Mariacutea,Gutierrez-Mag,5.0,1
Feminist Studies,Katie,Wald,5.0,1
Feminist Studies,Amoni,Thompson,4.0,1
Feminist Studies,Catherine,McGillivray,0.0,0
Feminist Studies,Pawan,Rehill,0.0,0
Feminist Studies,Fabienne,Doiron,0.0,0
Chicano Studies,Ralph,Armbruster-Sandoval,4.2,84
Chicano Studies,Mario,Garcia,3.8,82
Chicano Studies,Edwina,Barvosa,2.5,31
Chicano Studies,Micaela,Sanchez,2.9,20
Chicano Studies,Miroslava,Chavez-Garcia,2.8,10
Chicano Studies,Giovanni,Batz,5.0,3
Chicano Studies,Teresa,Figueroa,2.8,43
Chicano Studies,Dolores,Casillas,4.3,36
Chicano Studies,Leah,Fernandez,2.2,20
Chicano Studies,Marc,Garcia-Martinez,3.7,15
Chicano Studies,Felicia,Lopez,4.8,11
Chicano Studies,Horacio,Ramirez,3.2,10
Chicano Studies,Aida,Hurtado,3.1,9
Chicano Studies,Vickie,Vertiz,4.1,8
Chicano Studies,Graciela,Limon,4.6,6
Chicano Studies,Roque,Ramirez,3.8,4
Chicano Studies,Frank,Ochoa,3.0,4
Chicano Studies,Ana,Barba,5.0,4
Chicano Studies,Andrea,Medina,4.5,2
Chicano Studies,Sebastian,Ferrada,5.0,1
Chicano Studies,Shannon,Schumacher,2.0,1
Chicano Studies,Manual,Callahan,4.0,1
Chicano Studies,Adanari,Zarate,5.0,1
Chicano Studies,Marina,Chavez,4.0,1
Chicano Studies,Celia,Rodriguez,5.0,1
Chicano Studies,Juanita,García,0.0,0
Chicano Studies,Natalia,Villanueva,0.0,0
Ethnic Studies,Jude,Akudinobi,3.3,84
Ethnic Studies,Roberto,Strongman,3.0,52
Ethnic Studies,Erin,Ninh,3.6,51
Ethnic Studies,Gerardo,Aldana,3.1,47
Ethnic Studies,Sabine,Fruhstuck,3.6,24
Ethnic Studies,John,Park,4.2,122
Ethnic Studies,Ingrid,Banks,2.7,90
Ethnic Studies,Christopher,McAuley,4.3,74
Ethnic Studies,Xiaojian,Zhao,3.7,70
Ethnic Studies,Sameer,Pandya,4.4,52
Ethnic Studies,Celine,Shimizu,3.1,47
Ethnic Studies,Edwina,Barvosa-Carter,2.5,41
Ethnic Studies,Ralph,Ambruster-Sandoval,4.2,41
Ethnic Studies,Francisco,Lomeli,2.7,35
Ethnic Studies,Jim,Lee,3.8,30
Ethnic Studies,Cedric,Robinson,3.5,28
Ethnic Studies,Tara,Yosso,2.0,25
Ethnic Studies,Jane,Duran,3.8,23
Ethnic Studies,Jennifer,Hsu,4.7,20
Ethnic Studies,Ambi,Harsha,4.5,19
Ethnic Studies,Sunae,Lee,4.9,14
Ethnic Studies,Ann-Elise,Lewallen,3.9,11
Ethnic Studies,Kuo-Ch'Ing,Tu,2.3,3
Ethnic Studies,Sarah,Babcock,1.0,2
Ethnic Studies,Julianne,Gavino,5.0,2
Ethnic Studies,Michelle,Samura,4.5,1
Ethnic Studies,Carl,Gabrielson,0.0,0
Spanish & Portuguese,Pedro,Craveiro,5.0,42
Spanish & Portuguese,Eloi,Grasset,4.9,14
Spanish & Portuguese,Andre,Sa,4.4,9
Spanish & Portuguese,Sara,Poot-Herrera,3.2,34
Spanish & Portuguese,Rosana,Ceniceros,4.9,7
Spanish & Portuguese,Luis,Hernandez,4.8,7
Spanish & Portuguese,Jovana,Gomez,2.3,6
Spanish & Portuguese,Samanta,Garcia,5.0,6
Spanish & Portuguese,Alexandra,Lopez-Vera,5.0,5
Spanish & Portuguese,Julio,Perez,3.4,4
Spanish & Portuguese,Ricardo,Brites,3.3,3
Spanish & Portuguese,Pedro,Almeida,4.7,3
Spanish & Portuguese,Sarah,Townsend,4.0,1
Spanish & Portuguese,Jacqueline,Pelaez,4.5,1
Spanish & Portuguese,Aline,Almeida,3.0,1
Spanish & Portuguese,Omar,Pimienta,5.0,1
Spanish & Portuguese,Rui,Chu,1.0,1
Spanish & Portuguese,Aline,Almeida,5.0,1
Spanish & Portuguese,Victor,Fuentes,3.0,1
Spanish & Portuguese,Evelyn,Vera-Flandez,1.0,1
Spanish & Portuguese,Amber,Workman,0.0,0
Spanish & Portuguese,Xiaorui,Chu,0.0,0
Spanish & Portuguese,Julia,Brown,0.0,0
Spanish & Portuguese,Michael,Harrisa,0.0,0
Spanish & Portuguese,Alec,Lewis,0.0,0
Spanish & Portuguese,Chenxi,Fu,0.0,0
Women's Studies,Mireille,Miller-Young,4.1,49
Women's Studies,Laury,Oaks,4.4,40
Women's Studies,Elieen,Boris,3.4,30
Women's Studies,Jaqueline,Bobo,2.7,98
Women's Studies,Grace,Chang,3.5,87
Women's Studies,Ednie,Garrison,4.0,35
Women's Studies,Ellie,Hernandez,2.8,34
Women's Studies,Leila,Rupp,4.1,26
Women's Studies,Miller,Young,4.8,9
Women's Studies,Sarah,Watkins,4.4,8
Women's Studies,Dasa,Francikova,2.8,8
Women's Studies,Elizabeth,Adan,4.0,6
Women's Studies,Oscar,Gil,2.7,6
Women's Studies,Chloe,Diamond-Lenow,4.7,6
Women's Studies,Jane,Ward,4.2,5
Women's Studies,Mimi,Khuc,2.5,4
Women's Studies,Amber,Gonzalez,3.0,4
Women's Studies,Meredith,Heller,4.2,3
Women's Studies,Casey,Pierce,5.0,1
Women's Studies,Caro,Novella,0.0,0
Women's Studies,Hobson,Emily,4.5,0
Women's Studies,Heather,Berg,0.0,0
Women's Studies,Shannon,Weber,0.0,0
Women's Studies,Jennifer,Tyburczy,0.0,0
Chemical Engineering,Michael,Gordon,4.6,26
Chemical Engineering,Joe,Chada,4.4,22
Chemical Engineering,Matthew,Helgeson,4.0,21
Chemical Engineering,Todd,Squires,4.6,18
Chemical Engineering,Scott,Shell,4.6,17
Chemical Engineering,Bradley,Chmelka,3.5,13
Chemical Engineering,Glenn,Fredrickson,4.5,9
Chemical Engineering,Eric,McFarland,2.7,7
Chemical Engineering,Siddharth,Dey,2.8,6
Chemical Engineering,Baron,Peters,2.8,18
Chemical Engineering,Joe,Zasadzinski,2.5,11
Chemical Engineering,Samir,Mitragotri,4.1,10
Chemical Engineering,Arnab,Mukherjee,3.0,7
Chemical Engineering,Michael,Doherty,4.2,6
Chemical Engineering,Michelle,O'Malley,4.4,5
Chemical Engineering,Sho,Takatori,5.0,1
Chemical Engineering,Phillip,Christopher,4.0,1
Chemical Engineering,Jacob,Israelachvili,1.0,1
Chemical Engineering,John,Mefford,4.0,1
Chemical Engineering,Joel,Paustian,4.5,1
Chemical Engineering,Christopher,Bates,0.0,0
Chemical Engineering,Joe,Zadazinsky,0.0,0
French,Catherine,Nesci,4.2,27
French,Renan,Larue,3.4,18
French,Marion,Labatut,5.0,26
French,Rebecca,Powers,1.6,7
French,Kyle,Patterson,5.0,5
French,Mariam,Lmaifi,4.6,5
French,Chadi,Youssef,4.0,5
French,Daniel,Martini,5.0,4
French,Aria,Molin,5.0,4
French,Deepti,Menon,1.0,4
French,SC,Kaplan,2.0,3
French,Pauline,Ziserman,4.7,3
French,Marie,Chantre,4.5,2
French,Marion,Phillips,5.0,2
French,Allie,Appino-Tabone,3.0,2
French,Marta,Braga,5.0,2
French,Laisa,Cherif,5.0,1
French,Amanda,Andersen,4.0,1
French,Manon,Portenart,5.0,1
French,Chelsea,Tanous,0.0,0
French,Violaine,Desgens-Martin,0.0,0
Black Studies,Ingrid,Banks,2.6,21
Black Studies,Jaime,Alves,2.8,15
Black Studies,Omise'eke,Tinsley,5.0,6
Black Studies,Jeffrey,Stewart,3.1,21
Black Studies,Earl,Stewart,3.6,20
Black Studies,Mario,Galicia,3.5,16
Black Studies,Terence,Keel,4.1,14
Black Studies,Terrance,Wooten,5.0,13
Black Studies,Mia,White,3.4,12
Black Studies,Geoffrey,Jacques,2.6,10
Black Studies,Christopher,McAuley,4.1,7
Black Studies,Sharon,Tettegah,1.6,5
Black Studies,AnneMarie,Mingo,5.0,2
Black Studies,Vilna,Treitler,4.0,2
Black Studies,Hymon,Johnson,4.8,2
Black Studies,Solaire,Denaud,5.0,1
Black Studies,Eve,Brown,0.0,0
Black Studies,Butch,Ware,0.0,0
Black Studies,Elaina,Bossert,0.0,0
Black Studies,Derek,Gilbert,0.0,0
Black Studies,Earl,Stewert,0.0,0
Art History,Jeremy,White,3.7,62
Art History,Richard,Wittman,3.5,57
Art History,Helen,Taschian,3.4,50
Art History,Jennifer,Vanderpool,2.7,29
Art History,Jane,Callister,4.7,6
Art History,Laurie,Monahan,3.1,88
Art History,Swati,Chattopadhyay,3.3,36
Art History,Mark,Meadow,3.9,35
Art History,Barbara,Vilander,4.3,31
Art History,Edson,Armi,3.1,31
Art History,E.,Robertson,3.8,28
Art History,Sarah,Thompson,3.2,23
Art History,Ulrich,Keller,3.0,16
Art History,Miriam,Wattles,3.2,14
Art History,Ann,Bermingham,4.2,12
Art History,TM,Handscomb,1.6,7
Art History,Matthew,Fisk,3.8,3
Art History,Mira,Rai,4.5,1
Art History,Jessica,Ambler,3.5,1
Germanic & Russian Studies,Anna,Pajak,4.8,14
Germanic & Russian Studies,Andréas-Benjamin,Seyfert,5.0,3
Germanic & Russian Studies,Laurence,Rickels,2.5,61
Germanic & Russian Studies,Evelyn,Wade,5.0,54
Germanic & Russian Studies,Katia,McClain,4.3,32
Germanic & Russian Studies,Larry,McLellan,4.8,18
Germanic & Russian Studies,Dustin,Lovett,3.9,11
Germanic & Russian Studies,Casey,Mongoven,5.0,7
Germanic & Russian Studies,Elliot,Wolfson,2.9,7
Germanic & Russian Studies,Rodrigo,Bauler,4.8,6
Germanic & Russian Studies,Marcel,Strobel,4.3,6
Germanic & Russian Studies,Irmgard,Mengele,4.1,4
Germanic & Russian Studies,Michael,Hofmann,5.0,4
Germanic & Russian Studies,Viktoria,Gabriel,2.5,4
Germanic & Russian Studies,Eva,Geulen,1.3,3
Germanic & Russian Studies,Daniela,Kostruba,0.0,0
Germanic & Russian Studies,Fabian,Offert,0.0,0
Not Specified,Yoko,Yamauchi,4.9,16
Not Specified,Bob,Samuels,3.5,22
Not Specified,Tomomi,Sakuragi,4.6,7
Not Specified,BC,Zulueta,2.2,3
Not Specified,Anna,Sorensen,4.3,3
Not Specified,Whitney,Detar,4.5,2
Not Specified,Chandra,Russo,4.5,2
Not Specified,Ichiba,Tomoyuki,5.0,2
Not Specified,Michael,Stone,5.0,1
Not Specified,Rebekka,Siemens,1.0,1
Not Specified,J,Flores,4.5,1
Not Specified,A,Rounds,0.0,0
Not Specified,J,Hendley,0.0,0
Not Specified,Janice,Ingram,0.0,0
East Asian Languages & Cultures,Wona,Lee,5.0,10
East Asian Languages & Cultures,Susan,Hwang,5.0,6
East Asian Languages & Cultures,Yukiko,Tsuchiya,5.0,3
East Asian Languages & Cultures,Hangping,Xu,5.0,13
East Asian Languages & Cultures,Tug,Goddard,1.2,11
East Asian Languages & Cultures,Kana,Pierce,5.0,10
East Asian Languages & Cultures,Winni,Ni,4.3,6
East Asian Languages & Cultures,William,Chavez,5.0,5
East Asian Languages & Cultures,Eunjin,Choi,4.0,5
East Asian Languages & Cultures,Suma,Ikeuchi,5.0,2
East Asian Languages & Cultures,Keita,Moore,5.0,1
East Asian Languages & Cultures,Lotus,Lee,0.0,0
East Asian Languages & Cultures,Jing,Wang,0.0,0
East Asian Languages & Cultures,Sun,Mester,0.0,0
Asian American Studies,Benjamin,Zulueta,3.1,37
Asian American Studies,John,Park,4.4,19
Asian American Studies,Alexander,Cho,4.8,12
Asian American Studies,Lisa,Park,4.2,10
Asian American Studies,Lily,Welty,3.3,12
Asian American Studies,Jason,Stohler,4.9,11
Asian American Studies,Sameer,Pandya,2.9,7
Asian American Studies,Ayako,Takamori,5.0,3
Asian American Studies,Julie,Cho,3.7,3
Asian American Studies,Lilly,Tamai,5.0,1
Asian American Studies,Donna,Anderson,5.0,1
Asian American Studies,Elizabeth,Rubio,2.0,1
Asian American Studies,Thien,Ninh,0.0,0
Law,Lisa,Hajjar,4.5,70
Law,Dan,Linz,3.7,42
Law,Kathleen,Moore,2.6,69
Law,Robin,Unander,3.1,42
Law,Eve,Darian-Smith,3.7,31
Law,SpearIt,Maldonado,3.9,21
Law,V.P,Foreman,3.5,12
Law,Jenna,Reinbold,4.2,11
Law,Jeanne,Umana,2.9,6
Law,Heidi,Hoechst,3.8,2
Law,Jenna,Gray-Hildenbrand,5.0,1
Law,Miguel,Moran-Lanier,0.0,0
French & Italian,Stephanie,Hom,4.8,19
French & Italian,Sarah,Roberts,4.8,18
French & Italian,Laura,Sarnelli,4.8,12
French & Italian,Maria,Crickette,4.7,28
French & Italian,Maud,Maillard,4.8,13
French & Italian,Mikael,Gayen,4.4,11
French & Italian,Louis,Bousquet,4.8,4
French & Italian,Art,Kolzow,2.0,2
French & Italian,Anneliese,Pollock,3.3,2
French & Italian,Marion,Phillips,5.0,1
French & Italian,Anna,Pollock,0.0,0
Social Science,Diane,Fujino,3.9,90
Social Science,Britt,Andreatta,3.3,57
Social Science,Richard,Appelbaum,4.1,56
Social Science,Silke,Werth,4.6,16
Social Science,Chela,Sandoval,2.7,14
Social Science,Alexis,McCurn,3.4,5
Social Science,Emily,Simpson,5.0,1
Social Science,Tony,Jackson,0.0,0
Social Science,Daraka,Larimore,0.0,0
Social Science,Sunny,Kim,0.0,0
Social Science,Barbara,Bodine,0.0,0
Business,Eric,Zackrison,3.4,14
Business,Guy,Gabriele,5.0,5
Business,Michael-James,Hey,5.0,2
Business,Robin,Campbell,4.8,2
Business,Renne,Rottner,5.0,1
Business,Karen,Bogart,4.0,1
Business,Mathew,Stotts,5.0,1
Business,Matt,Beane,0.0,0
Business,Cindy,Mayer,0.0,0
Business,Sheetal,Gavankar,0.0,0
Exercise & Sport Studies,Amy,Jamieson,3.4,87
Exercise & Sport Studies,Allison,Slade,2.8,34
Exercise & Sport Studies,Kevin,Hatcher,4.0,8
Exercise & Sport Studies,Peter,Aguilar,4.7,27
Exercise & Sport Studies,Ryan,Gage,2.5,2
Exercise & Sport Studies,Dee,Nero,5.0,2
Exercise & Sport Studies,Dan,Ahiers,5.0,1
Exercise & Sport Studies,Allison,Parakh,5.0,1
Exercise & Sport Studies,Serela,Kay,0.0,0
Accounting,Douglas,Kulper,3.7,54
Accounting,Jennifer,Hulme,3.8,51
Accounting,Susan,Grover,5.0,4
Accounting,Coby,Harmon,3.6,166
Accounting,Justin,Tooley,2.7,8
Accounting,Jeffery,Harris,3.5,4
Accounting,Alex,Bauer,4.0,1
Accounting,Brenda,Richter,0.0,0
Accounting,Mark,Pasternak,0.0,0
Physical Ed,Judith,Dale,4.0,27
Physical Ed,Al,Ferrer,3.9,27
Physical Ed,Jim,Romeo,4.4,22
Physical Ed,Karen,Still,2.3,13
Physical Ed,Rod,Tucknott,4.6,12
